# genome_length_bp=4641652
old_locus_tag,locus_tag,start,end,strand,biotype
EG10379,glgC,3568033,3569328,-,protein_coding
EG10381,glgX,3569346,3571319,-,protein_coding
EG10378,glgB,3571316,3573502,-,protein_coding
G0-17034,yhgO,3573660,3573701,-,protein_coding
G0-17035,yhgP,3573679,3573708,-,protein_coding
EG10088,asd,3573775,3574878,-,protein_coding
G7753,yhgN,3575071,3575664,+,protein_coding
EG12631,gntU,3575721,3577061,-,protein_coding
EG12629,gntK,3577065,3577592,-,protein_coding
EG12630,gntR,3577731,3578726,-,protein_coding
G7756,yhhW,3578950,3579645,-,protein_coding
G7757,yhhX,3579768,3580805,-,protein_coding
G0-8872,ryhB,3580922,3581016,-,protein_coding
G7758,yhhY,3581138,3581626,+,protein_coding
G7759,yhhZ,3581863,3583041,+,protein_coding
G0-10540,insAB6,3583483,3584180,+,protein_coding
G7761,insA6,3583483,3583758,+,protein_coding
G7762,insB6,3583677,3584180,+,protein_coding
G0-10603,yrhD,3584404,3584559,+,protein_coding
G7763,yrhB,3584759,3585043,+,protein_coding
EG10374,ggt,3585081,3586823,-,protein_coding
EG11184,yhhA,3586943,3587383,+,protein_coding
EG11050,ugpQ,3587370,3588113,-,protein_coding
EG11048,ugpC,3588110,3589180,-,protein_coding
EG11049,ugpE,3589182,3590027,-,protein_coding
EG11046,ugpA,3590024,3590911,-,protein_coding
EG11047,ugpB,3591009,3592325,-,protein_coding
EG10536,livF,3592724,3593437,-,protein_coding
EG10537,livG,3593439,3594206,-,protein_coding
EG10541,livM,3594203,3595480,-,protein_coding
EG10538,livH,3595477,3596403,-,protein_coding
EG10540,livK,3596451,3597560,-,protein_coding
EG12211,panZ,3597984,3598367,+,protein_coding
EG10539,livJ,3598555,3599658,-,protein_coding
EG10897,rpoH,3599929,3600783,-,protein_coding
EG10345,ftsX,3601028,3602086,-,protein_coding
EG10340,ftsE,3602079,3602747,-,protein_coding
EG10346,ftsY,3602750,3604243,-,protein_coding
EG10343,rsmD,3604393,3604989,+,protein_coding
EG12212,yhhL,3604979,3605248,+,protein_coding
EG12213,yhhM,3605251,3605610,-,protein_coding
EG12214,yhhN,3605751,3606377,+,protein_coding
EG12215,zntA,3606451,3608649,+,protein_coding
EG12216,tusA,3608751,3608996,-,protein_coding
EG12217,yhhQ,3609217,3609882,+,protein_coding
G7767,dcrB,3609955,3610512,+,protein_coding
EG12219,yhhS,3610516,3611733,-,protein_coding
EG12220,yhhT,3611865,3612914,+,protein_coding
EG12221,acpT,3612969,3613556,+,protein_coding
EG12075,nikA,3613667,3615241,+,protein_coding
EG12076,nikB,3615241,3616185,+,protein_coding
EG12077,nikC,3616182,3617015,+,protein_coding
EG12078,nikD,3617015,3617779,+,protein_coding
EG12079,nikE,3617776,3618582,+,protein_coding
EG11519,nikR,3618588,3618989,+,protein_coding
EG10847,rhsB,3619192,3623427,+,protein_coding
EG11520,yhhH,3623399,3623782,+,protein_coding
G0-10563,yrhC,3623887,3624132,+,protein_coding
EG11525,yhhI,3624378,3625514,+,protein_coding
EG11767,yhhJ,3625679,3626803,-,protein_coding
EG12223,rbbA,3626803,3629538,-,protein_coding
EG12224,yhiI,3629535,3630602,-,protein_coding
G0-17036,yhiY,3630665,3630778,-,protein_coding
EG12225,yhiJ,3630968,3632590,-,protein_coding
EG12227,yhiL,3632852,3634458,-,protein_coding
EG12228,yhiM,3634841,3635893,+,protein_coding
EG12229,yhiN,3636208,3637410,-,protein_coding
EG12230,pitA,3637642,3639141,+,protein_coding
EG12231,uspB,3639385,3639720,-,protein_coding
EG11390,uspA,3640111,3640545,+,protein_coding
G0-17037,yriA,3640612,3640686,-,protein_coding
G0-17038,yriB,3640643,3640696,-,protein_coding
EG12232,dtpB,3640862,3642331,+,protein_coding
EG12233,rsmJ,3642380,3643132,-,protein_coding
EG11441,prlC,3643140,3645182,-,protein_coding
EG12234,rlmJ,3645385,3646227,+,protein_coding
EG10412,gor,3646299,3647651,+,protein_coding
G0-9981,dinQ,3647705,3647788,-,protein_coding
G0-10751,agrA,3648063,3648144,+,protein_coding
G0-10752,agrB,3648294,3648375,+,protein_coding
EG12235,arsR,3648528,3648881,+,protein_coding
EG12236,arsB,3648935,3650224,+,protein_coding
EG12237,arsC,3650237,3650662,+,protein_coding
G7769,insH11,3652182,3653162,-,protein_coding
EG11890,slp,3653961,3654527,+,protein_coding
EG11889,dctR,3654683,3655213,+,protein_coding
EG11400,yhiD,3655255,3655902,-,protein_coding
EG11399,hdeB,3655966,3656292,-,protein_coding
EG11398,hdeA,3656408,3656740,-,protein_coding
EG11495,hdeD,3656995,3657567,+,protein_coding
G0-10694,arrS,3657985,3658054,-,protein_coding
EG11544,gadE,3658366,3658893,+,protein_coding
G0-16680,gadF,3658992,3659082,+,protein_coding
EG12240,mdtE,3659232,3660389,+,protein_coding
EG12241,mdtF,3660414,3663527,+,protein_coding
EG12242,gadW,3663890,3664618,-,protein_coding
G0-8914,gadY,3664864,3664969,+,protein_coding
EG12243,gadX,3664986,3665810,-,protein_coding
EG50009,gadA,3666180,3667580,-,protein_coding
EG12244,ccp,3667791,3669188,-,protein_coding
EG12245,treF,3669592,3671241,+,protein_coding
EG12246,yhjB,3671292,3671894,-,protein_coding
EG12247,rcdB,3672414,3673313,+,protein_coding
EG12248,yhjD,3673362,3674375,+,protein_coding
EG12249,yhjE,3674786,3676108,+,protein_coding
EG12251,yhjG,3676290,3678350,-,protein_coding
EG12252,pdeH,3678420,3679187,-,protein_coding
EG12253,kdgK,3679419,3680348,+,protein_coding
EG12254,bipP,3680444,3681940,-,protein_coding
EG20044,dctA,3682161,3683447,-,protein_coding
EG12256,pdeK,3683630,3685618,-,protein_coding
EG12257,bcsC,3685700,3689173,-,protein_coding
EG12258,bcsZ,3689155,3690261,-,protein_coding
EG12259,bcsB,3690268,3692607,-,protein_coding
EG12260,bcsA,3692618,3695236,-,protein_coding
EG12261,bcsQ,3695233,3695985,-,protein_coding
EG12262,yhjR,3695997,3696185,-,protein_coding
EG12263,bcsE,3696458,3698029,+,protein_coding
EG12264,bcsF,3698026,3698217,+,protein_coding
EG12265,bcsG,3698214,3699893,+,protein_coding
G0-9041,ldrD,3699980,3700087,-,protein_coding
G0-9042,rdlD,3700136,3700199,+,protein_coding
EG12266,yhjV,3700563,3701834,+,protein_coding
EG12628,dppF,3701864,3702868,-,protein_coding
EG12627,dppD,3702865,3703848,-,protein_coding
EG12626,dppC,3703859,3704761,-,protein_coding
EG12625,dppB,3704771,3705790,-,protein_coding
EG10248,dppA,3706098,3707705,-,protein_coding
EG30066,proK,3708616,3708692,-,protein_coding
EG12267,eptB,3708784,3710475,-,protein_coding
EG12268,yhjX,3710799,3712007,-,protein_coding
EG12269,yhjY,3712236,3712934,-,protein_coding
EG10986,tag,3713092,3713655,+,protein_coding
EG12270,yiaC,3713652,3714092,+,protein_coding
EG10124,bisC,3714061,3716394,-,protein_coding
EG12271,yiaD,3716547,3717206,+,protein_coding
EG12272,ghrB,3717310,3718284,+,protein_coding
EG12273,yiaF,3718334,3719044,-,protein_coding
EG12624,yiaG,3719478,3719768,+,protein_coding
EG10166,cspA,3720049,3720261,+,protein_coding
G0-17039,ysaE,3720400,3720471,+,protein_coding
G0-16663,mokA,3720448,3720632,-,protein_coding
G0-9613,hokA,3720448,3720600,-,protein_coding
G0-10624,insJK,3720680,3722049,+,protein_coding
G7776,insJ,3720680,3721201,+,protein_coding
G7777,insK,3721198,3722049,+,protein_coding
G0-10604,sokA,3722077,3722111,+,protein_coding
EG10410,glyS,3722328,3724397,-,protein_coding
EG10409,glyQ,3724407,3725318,-,protein_coding
G0-10467,ysaB,3725413,3725712,-,protein_coding
EG12274,wecH,3725887,3726882,+,protein_coding
EG11186,yiaA,3726924,3727361,-,protein_coding
EG11267,yiaB,3727407,3727748,-,protein_coding
EG11075,xylB,3727917,3729371,-,protein_coding
G0-17109,xylZ,3729386,3729545,-,protein_coding
EG11074,xylA,3729443,3730765,-,protein_coding
EG20252,xylF,3731131,3732123,+,protein_coding
EG12275,xylG,3732201,3733742,+,protein_coding
EG12276,xylH,3733720,3734901,+,protein_coding
EG20253,xylR,3734979,3736157,+,protein_coding
EG11360,bax,3736353,3737177,-,protein_coding
G0-17040,baxL,3737177,3737203,-,protein_coding
EG11316,malS,3737497,3739527,+,protein_coding
EG10107,avtA,3739705,3740958,+,protein_coding
EG12277,ysaA,3741109,3741582,-,protein_coding
EG12278,plaR,3741684,3742532,-,protein_coding
EG12279,yiaK,3742733,3743731,+,protein_coding
EG12280,yiaL,3743743,3744210,+,protein_coding
EG12281,yiaM,3744328,3744801,+,protein_coding
EG12282,yiaN,3744804,3746081,+,protein_coding
EG12283,yiaO,3746094,3747080,+,protein_coding
EG12284,lyxK,3747084,3748580,+,protein_coding
EG12285,sgbH,3748577,3749239,+,protein_coding
EG12286,sgbU,3749232,3750092,+,protein_coding
EG12287,sgbE,3750086,3750781,+,protein_coding
G0-16664,ysaC,3750813,3750914,-,protein_coding
G0-16665,ysaD,3750918,3751109,+,protein_coding
EG12288,yiaT,3751128,3751868,-,protein_coding
EG12289,yiaU,3751992,3752966,+,protein_coding
EG12290,yiaV,3752963,3754099,-,protein_coding
EG12291,yiaW,3754105,3754428,-,protein_coding
EG12292,aldB,3754973,3756511,-,protein_coding
EG12293,yiaY,3756676,3757827,-,protein_coding
EG10942,selB,3758017,3759861,-,protein_coding
EG10941,selA,3759858,3761249,-,protein_coding
EG11762,yibF,3761347,3761955,-,protein_coding
EG10846,rhsA,3762183,3766316,+,protein_coding
EG11187,yibA,3766337,3767179,+,protein_coding
EG11766,yibJ,3767221,3767922,+,protein_coding
EG11763,yibG,3768177,3768638,+,protein_coding
G0-16666,yibS,3768639,3768890,+,protein_coding
G0-16667,yibW,3768892,3769256,+,protein_coding
G0-10605,yibV,3769345,3769680,+,protein_coding
G0-16668,yibU,3769948,3770146,+,protein_coding
EG11764,yibH,3770243,3771379,-,protein_coding
EG11765,yibI,3771382,3771744,-,protein_coding
EG10615,mtlA,3772281,3774194,+,protein_coding
EG10616,mtlD,3774424,3775572,+,protein_coding
EG11965,mtlR,3775572,3776159,+,protein_coding
G0-10468,yibT,3776171,3776380,-,protein_coding
EG11964,yibL,3776665,3777027,+,protein_coding
EG11961,lldP,3777399,3779054,+,protein_coding
EG11962,lldR,3779054,3779830,+,protein_coding
EG11963,lldD,3779827,3781017,+,protein_coding
EG11888,trmL,3781215,3781688,+,protein_coding
EG10187,cysE,3781741,3782562,-,protein_coding
EG20091,gpsA,3782642,3783661,-,protein_coding
EG10937,secB,3783661,3784128,-,protein_coding
EG12294,grxC,3784191,3784442,-,protein_coding
EG12295,yibN,3784584,3785015,-,protein_coding
EG12296,gpmM,3785260,3786804,+,protein_coding
EG12297,envC,3786838,3788097,+,protein_coding
EG12298,yibQ,3788101,3789060,+,protein_coding
EG11266,waaH,3789047,3790081,-,protein_coding
EG10993,tdh,3790320,3791345,-,protein_coding
EG10512,kbl,3791355,3792551,-,protein_coding
EG11188,htrL,3792826,3793683,-,protein_coding
EG10838,rfaD,3793987,3794919,+,protein_coding
EG12210,waaF,3794929,3795975,+,protein_coding
EG11189,waaC,3795979,3796938,+,protein_coding
EG11424,waaL,3796948,3798207,+,protein_coding
G0-17041,yibX,3797772,3798014,-,protein_coding
G0-17042,yibY,3798039,3798149,-,protein_coding
EG11423,waaU,3798239,3799312,-,protein_coding
EG11426,waaZ,3799345,3800196,-,protein_coding
EG11425,waaY,3800267,3800965,-,protein_coding
EG11353,waaJ,3800983,3801999,-,protein_coding
EG11352,waaO,3802039,3803058,-,protein_coding
EG11351,waaB,3803058,3804137,-,protein_coding
EG11350,waaS,3804181,3805116,-,protein_coding
EG11340,waaP,3805153,3805950,-,protein_coding
EG11339,waaG,3805943,3807067,-,protein_coding
EG11341,waaQ,3807064,3808098,-,protein_coding
G0-16662,rirA,3808166,3808238,-,protein_coding
EG10520,waaA,3808540,3809817,+,protein_coding
EG11190,coaD,3809825,3810304,+,protein_coding
EG10329,mutM,3810343,3811152,-,protein_coding
EG10891,rpmG,3811250,3811417,-,protein_coding
EG10886,rpmB,3811438,3811674,-,protein_coding
EG11312,yicR,3811891,3812559,-,protein_coding
EG10004,dfp,3812731,3813951,+,protein_coding
EG10251,dut,3813929,3814387,+,protein_coding
EG11191,slmA,3814494,3815090,+,protein_coding
EG10808,pyrE,3815127,3815768,-,protein_coding
EG10863,rph,3815863,3816549,-,protein_coding
EG11192,yicC,3816676,3817539,+,protein_coding
EG11193,dinD,3817760,3818584,+,protein_coding
EG11683,yicG,3818874,3819491,+,protein_coding
EG11334,ligB,3819488,3821170,-,protein_coding
EG10965,gmk,3821428,3822051,+,protein_coding
EG10899,rpoZ,3822106,3822381,+,protein_coding
EG10966,spoT,3822400,3824508,+,protein_coding
EG10967,trmH,3824515,3825204,+,protein_coding
EG10829,recG,3825210,3827291,+,protein_coding
EG10406,gltS,3827460,3828665,-,protein_coding
EG11194,xanP,3828945,3830336,+,protein_coding
EG11684,yicH,3830457,3832166,+,protein_coding
EG11685,yicI,3832219,3834537,-,protein_coding
EG11686,yicJ,3834547,3835929,-,protein_coding
EG30092,selC,3836222,3836316,+,protein_coding
G0-16669,yicT,3836425,3836556,+,protein_coding
EG11687,setC,3836953,3838137,+,protein_coding
EG11688,yicL,3838248,3839171,+,protein_coding
G0-17043,yicU,3838642,3838701,-,protein_coding
EG10657,nlpA,3839175,3839993,-,protein_coding
G0-10469,yicS,3840215,3840508,+,protein_coding
EG11689,nepI,3840549,3841739,-,protein_coding
EG11690,yicN,3841950,3842402,-,protein_coding
EG11691,adeQ,3842455,3843789,-,protein_coding
EG11692,adeD,3843964,3845730,+,protein_coding
G0-17104,uhpU,3845730,3845995,-,protein_coding
EG11054,uhpT,3845776,3847167,-,protein_coding
EG11053,uhpC,3847305,3848624,-,protein_coding
EG11052,uhpB,3848634,3850136,-,protein_coding
EG11051,uhpA,3850136,3850726,-,protein_coding
EG10502,ilvN,3850802,3851092,-,protein_coding
EG10494,ilvB,3851096,3852784,-,protein_coding
EG11275,ivbL,3852890,3852988,-,protein_coding
G0-10201,istR,3853118,3853257,-,protein_coding
G0-10202,istR-1,3853118,3853192,-,protein_coding
G0-9961,tisA,3853443,3853556,+,protein_coding
G0-9962,tisB,3853553,3853642,+,protein_coding
G0-17044,ysdE,3853766,3853840,-,protein_coding
EG11693,emrD,3853922,3855106,+,protein_coding
EG11694,yidF,3855114,3855611,-,protein_coding
EG11695,yidG,3855608,3855970,-,protein_coding
EG11696,yidH,3855960,3856307,-,protein_coding
EG11697,yidI,3856415,3856864,+,protein_coding
EG11705,yidJ,3856911,3858404,-,protein_coding
EG11706,yidK,3858401,3860116,-,protein_coding
EG11707,yidL,3860283,3861176,+,protein_coding
EG11708,glvG,3861173,3861987,-,protein_coding
EG11709,glvB,3861987,3862472,-,protein_coding
EG11710,glvC,3862497,3863603,-,protein_coding
EG11711,yidP,3863899,3864615,+,protein_coding
EG11536,yidE,3864612,3866273,-,protein_coding
EG11535,ibpB,3866469,3866897,-,protein_coding
EG11534,ibpA,3867009,3867422,-,protein_coding
EG11712,yidQ,3867728,3868060,+,protein_coding
EG11713,yidR,3868062,3869309,-,protein_coding
EG11714,cbrA,3869377,3870441,+,protein_coding
EG20053,dgoT,3870438,3871730,-,protein_coding
GB4478,dgoD,3871850,3872998,-,protein_coding
EG20049,dgoA,3872995,3873612,-,protein_coding
EG20051,dgoK,3873596,3874474,-,protein_coding
G7789,dgoR,3874471,3875160,-,protein_coding
EG11719,yidX,3875438,3876094,+,protein_coding
EG11195,yidA,3876140,3876952,-,protein_coding
EG11196,yidB,3877067,3877465,-,protein_coding
EG10424,gyrB,3877705,3880119,-,protein_coding
EG10828,recF,3880148,3881221,-,protein_coding
EG10242,dnaN,3881221,3882321,-,protein_coding
EG10235,dnaA,3882326,3883729,-,protein_coding
G0-16751,ysdD,3884026,3884106,+,protein_coding
EG10892,rpmH,3884336,3884476,+,protein_coding
EG10862,rnpA,3884493,3884852,+,protein_coding
G0-10470,yidD,3884816,3885073,+,protein_coding
EG11197,yidC,3885076,3886722,+,protein_coding
EG10997,mnmE,3886828,3888192,+,protein_coding
EG11276,tnaC,3888435,3888509,+,protein_coding
EG11005,tnaA,3888730,3890145,+,protein_coding
EG11006,tnaB,3890236,3891483,+,protein_coding
EG11720,mdtL,3891615,3892790,+,protein_coding
EG11721,yidZ,3892765,3893724,+,protein_coding
EG11722,yieE,3893881,3894630,+,protein_coding
EG11723,yieF,3894652,3895218,+,protein_coding
EG11724,adeP,3895272,3896609,-,protein_coding
EG11725,yieH,3896774,3897439,+,protein_coding
EG11726,cbrB,3897506,3897973,+,protein_coding
EG11727,cbrC,3898022,3898609,+,protein_coding
EG11728,yieK,3898671,3899393,-,protein_coding
EG11729,yieL,3899408,3900577,-,protein_coding
EG11364,bglH,3900604,3902220,-,protein_coding
EG10114,bglB,3902289,3903701,-,protein_coding
EG10115,bglF,3903720,3905597,-,protein_coding
EG10116,bglG,3905731,3906567,-,protein_coding
EG10735,phoU,3906853,3907578,-,protein_coding
EG10783,pstB,3907593,3908366,-,protein_coding
EG10782,pstA,3908549,3909439,-,protein_coding
EG10784,pstC,3909439,3910398,-,protein_coding
EG10734,pstS,3910485,3911525,-,protein_coding
EG10382,glmS,3911839,3913668,-,protein_coding
EG11198,glmU,3913830,3915200,-,protein_coding
EG10100,atpC,3915553,3915972,-,protein_coding
EG10101,atpD,3915993,3917375,-,protein_coding
EG10104,atpG,3917402,3918265,-,protein_coding
EG10098,atpA,3918316,3919857,-,protein_coding
EG10105,atpH,3919870,3920403,-,protein_coding
EG10103,atpF,3920418,3920888,-,protein_coding
EG10102,atpE,3920950,3921189,-,protein_coding
EG10099,atpB,3921236,3922051,-,protein_coding
EG10106,atpI,3922060,3922440,-,protein_coding
EG10376,rsmG,3923057,3923680,-,protein_coding
EG10375,mnmG,3923744,3925633,-,protein_coding
EG11199,mioC,3926012,3926455,-,protein_coding
EG10093,asnC,3926545,3927003,-,protein_coding
EG10091,asnA,3927155,3928147,+,protein_coding
EG11730,viaA,3928152,3929603,-,protein_coding
EG11731,ravA,3929597,3931093,-,protein_coding
EG11541,kup,3931316,3933184,+,protein_coding
EG10817,rbsD,3933351,3933770,+,protein_coding
EG10814,rbsA,3933778,3935283,+,protein_coding
EG10816,rbsC,3935288,3936253,+,protein_coding
EG10815,rbsB,3936278,3937168,+,protein_coding
G0-17077,rbsZ,3937045,3937278,+,protein_coding
EG10818,rbsK,3937294,3938223,+,protein_coding
EG10819,rbsR,3938227,3939219,+,protein_coding
EG11732,hsrA,3939185,3940612,-,protein_coding
EG11733,yieP,3940635,3941327,-,protein_coding
EG30086,rrsC,3941808,3943349,+,protein_coding
EG30033,gltU,3943435,3943510,+,protein_coding
EG30079,rrlC,3943704,3946607,+,protein_coding
EG30072,rrfC,3946700,3946819,+,protein_coding
EG30023,aspT,3946872,3946948,+,protein_coding
EG30105,trpT,3946957,3947032,+,protein_coding
EG11449,hdfR,3947128,3947967,-,protein_coding
EG11450,maoP,3948086,3948424,+,protein_coding
EG11260,yifB,3948449,3949969,-,protein_coding
EG11270,ilvL,3950322,3950420,+,protein_coding
G0-10641,ilvX,3950507,3950557,+,protein_coding
G8221,ilvG,3950560,3952204,+,protein_coding
EG10501,ilvM,3952201,3952464,+,protein_coding
EG10497,ilvE,3952484,3953413,+,protein_coding
EG10496,ilvD,3953478,3955328,+,protein_coding
EG10493,ilvA,3955331,3956875,+,protein_coding
EG10503,ilvY,3956927,3957820,-,protein_coding
EG10495,ilvC,3957970,3959445,+,protein_coding
EG12352,ppiC,3959532,3959813,-,protein_coding
G7798,yifN,3960012,3960460,-,protein_coding
EG10837,rep,3960677,3962698,+,protein_coding
EG10413,gpp,3962745,3964229,-,protein_coding
EG10844,rhlB,3964365,3965630,-,protein_coding
EG11031,trxA,3965761,3966090,+,protein_coding
EG12428,rhoL,3966231,3966332,+,protein_coding
EG10845,rho,3966417,3967676,+,protein_coding
EG10840,wecA,3967916,3969019,+,protein_coding
EG11295,wzzE,3969031,3970077,+,protein_coding
EG11451,wecB,3970133,3971263,+,protein_coding
EG11452,wecC,3971260,3972522,+,protein_coding
EG11453,rffG,3972522,3973589,+,protein_coding
EG11454,rffH,3973608,3974489,+,protein_coding
EG11455,rffC,3974467,3975141,+,protein_coding
EG11456,wecE,3975146,3976276,+,protein_coding
EG11486,wzxE,3976278,3977528,+,protein_coding
G7800,wecF,3977525,3978604,+,protein_coding
EG11457,wzyE,3978601,3979953,+,protein_coding
EG11458,rffM,3979956,3980696,+,protein_coding
EG11459,thrP,3980887,3982272,+,protein_coding
EG30017,argX,3982375,3982451,+,protein_coding
EG30042,hisR,3982509,3982585,+,protein_coding
EG30049,leuT,3982606,3982692,+,protein_coding
EG30068,proM,3982735,3982811,+,protein_coding
EG10090,aslB,3982958,3984193,+,protein_coding
EG10089,aslA,3984352,3986007,-,protein_coding
G0-8873,glmZ,3986432,3986603,+,protein_coding
EG10434,hemY,3986686,3987882,-,protein_coding
EG10433,hemX,3987885,3989066,-,protein_coding
EG10430,hemD,3989088,3989828,-,protein_coding
EG10429,hemC,3989825,3990766,-,protein_coding
EG10170,cyaA,3991153,3993699,+,protein_coding
EG11653,cyaY,3993739,3994059,-,protein_coding
G7802,yzcX,3993850,3994335,+,protein_coding
G0-10471,lptM,3994522,3994725,+,protein_coding
EG10209,dapF,3994762,3995586,+,protein_coding
EG11201,yigA,3995583,3996290,+,protein_coding
EG11069,xerC,3996287,3997183,+,protein_coding
EG11202,yigB,3997183,3997899,+,protein_coding
EG11064,uvrD,3997983,4000145,+,protein_coding
EG11462,yigE,4000292,4001056,-,protein_coding
G0-10704,null,4001191,4001334,+,protein_coding
G0-17045,ysgD,4001218,4001274,+,protein_coding
EG11463,corA,4001426,4002376,+,protein_coding
EG11464,yigF,4002419,4002799,-,protein_coding
EG11465,yigG,4002813,4003193,-,protein_coding
EG11466,rarD,4003288,4004178,-,protein_coding
EG11467,yigI,4004230,4004697,-,protein_coding
EG10738,pldA,4004862,4005731,+,protein_coding
EG10833,recQ,4005864,4007693,+,protein_coding
EG11468,rhtC,4007757,4008377,+,protein_coding
EG11469,rhtB,4008439,4009059,-,protein_coding
EG10739,pldB,4009170,4010192,+,protein_coding
EG11470,yigL,4010200,4011000,+,protein_coding
EG11471,bioP,4011076,4011975,+,protein_coding
EG10591,metR,4011863,4012816,-,protein_coding
EG10584,metE,4013053,4015314,+,protein_coding
G7804,ysgA,4015354,4016169,-,protein_coding
EG11045,udp,4016431,4017192,+,protein_coding
EG11472,rmuC,4017333,4018760,+,protein_coding
EG11473,ubiE,4018855,4019610,+,protein_coding
EG11474,ubiJ,4019624,4020229,+,protein_coding
G0-10737,esrE,4019978,4020229,+,protein_coding
EG11476,ubiB,4020226,4021866,+,protein_coding
G7806,tatA,4021945,4022214,+,protein_coding
G7808,tatB,4022218,4022733,+,protein_coding
EG11479,tatC,4022736,4023512,+,protein_coding
EG11481,tatD,4023554,4024336,+,protein_coding
EG10839,rfaH,4024333,4024821,-,protein_coding
EG11396,ubiD,4024988,4026481,+,protein_coding
EG10334,fre,4026527,4027228,+,protein_coding
EG10278,fadA,4027609,4028772,-,protein_coding
EG10279,fadB,4028782,4030971,-,protein_coding
EG10698,pepQ,4031161,4032492,+,protein_coding
EG11484,yigZ,4032492,4033106,+,protein_coding
EG11021,trkH,4033145,4034596,+,protein_coding
EG11485,hemG,4034608,4035153,+,protein_coding
EG30084,rrsA,4035531,4037072,+,protein_coding
EG30043,ileT,4037141,4037217,+,protein_coding
EG30008,alaT,4037260,4037335,+,protein_coding
EG30077,rrlA,4037519,4040423,+,protein_coding
EG30070,rrfA,4040517,4040636,+,protein_coding
EG11828,mobB,4040906,4041433,-,protein_coding
EG11829,mobA,4041415,4041999,-,protein_coding
EG11830,yihD,4042069,4042338,+,protein_coding
EG11831,srkA,4042415,4043401,+,protein_coding
EG11297,dsbA,4043418,4044044,+,protein_coding
EG11832,yihF,4044199,4045629,+,protein_coding
EG11833,yihG,4045670,4046602,-,protein_coding
EG10746,polA,4046966,4049752,+,protein_coding
EG30098,spf,4049899,4050009,+,protein_coding
G0-17114,spfP,4049917,4049964,+,protein_coding
EG11203,yihA,4050133,4050765,-,protein_coding
G0-8874,csrC,4051036,4051281,+,protein_coding
EG11835,yihI,4051347,4051856,+,protein_coding
EG11836,hemN,4052045,4053418,+,protein_coding
G0-10657,yshB,4053647,4053757,-,protein_coding
EG10385,glnG,4053869,4055278,-,protein_coding
EG10387,glnL,4055290,4056339,-,protein_coding
G0-17117,glnZ,4056428,4056621,-,protein_coding
EG10383,glnA,4056625,4058034,-,protein_coding
G0-10705,null,4058171,4058242,+,protein_coding
EG11837,bipA,4058407,4060230,+,protein_coding
EG11838,yihL,4060447,4061157,+,protein_coding
EG11839,yihM,4061165,4062145,+,protein_coding
EG11840,yihN,4062247,4063512,+,protein_coding
G7814,ompL,4063603,4064295,-,protein_coding
EG11841,yihO,4064363,4065766,-,protein_coding
EG11842,yihP,4065809,4067194,-,protein_coding
EG11843,yihQ,4067240,4069276,-,protein_coding
EG11844,yihR,4069475,4070401,-,protein_coding
EG11845,yihS,4070515,4071756,-,protein_coding
EG11846,yihT,4071773,4072651,-,protein_coding
EG11847,yihU,4072675,4073571,-,protein_coding
EG11848,yihV,4073739,4074635,+,protein_coding
EG11849,csqR,4074669,4075454,+,protein_coding
EG11850,yihX,4075553,4076152,+,protein_coding
EG11851,yihY,4076146,4077018,+,protein_coding
EG11852,dtd,4077015,4077452,+,protein_coding
EG11853,madA,4077449,4078438,+,protein_coding
EG11854,yiiE,4079291,4079509,+,protein_coding
EG11855,yiiF,4079751,4079969,+,protein_coding
EG10284,fdhE,4080299,4081228,-,protein_coding
EG11856,fdoI,4081225,4081860,-,protein_coding
EG11857,fdoH,4081857,4082759,-,protein_coding
EG11858,fdoG,4082772,4085822,-,protein_coding
EG11859,fdhD,4086016,4086849,+,protein_coding
EG11860,yiiG,4087002,4088057,+,protein_coding
EG11861,frvR,4088107,4089855,-,protein_coding
EG11862,frvX,4089855,4090925,-,protein_coding
EG11863,frvB,4090915,4092366,-,protein_coding
EG11864,frvA,4092377,4092823,-,protein_coding
EG11865,rhaM,4093124,4093438,-,protein_coding
EG11866,rhaD,4093448,4094272,-,protein_coding
EG11867,rhaA,4094723,4095982,-,protein_coding
EG11868,rhaB,4095979,4097448,-,protein_coding
EG10843,rhaS,4097736,4098572,+,protein_coding
EG10842,rhaR,4098646,4099494,+,protein_coding
EG11313,rhaT,4099491,4100525,-,protein_coding
EG10953,sodA,4100810,4101430,+,protein_coding
EG11869,kdgT,4101690,4102673,+,protein_coding
EG11870,yiiM,4102822,4103496,+,protein_coding
EG10163,cpxA,4103602,4104975,-,protein_coding
EG10020,cpxR,4104972,4105670,-,protein_coding
G7816,cpxP,4105820,4106320,+,protein_coding
G0-16649,cpxQ,4106330,4106387,+,protein_coding
EG11873,fieF,4106469,4107371,+,protein_coding
EG10699,pfkA,4107552,4108514,+,protein_coding
EG10929,sbp,4108834,4109823,+,protein_coding
EG10138,cdh,4109930,4110685,+,protein_coding
EG11015,tpiA,4110740,4111507,-,protein_coding
EG11874,yiiQ,4111615,4112214,-,protein_coding
EG11875,yiiR,4112315,4112755,+,protein_coding
EG11876,yiiS,4112967,4113266,+,protein_coding
EG11877,uspD,4113293,4113721,+,protein_coding
EG10628,fpr,4113726,4114472,-,protein_coding
EG11517,glpX,4114569,4115579,-,protein_coding
EG10398,glpK,4115714,4117222,-,protein_coding
EG10396,glpF,4117245,4118090,-,protein_coding
EG11878,zapB,4118515,4118760,+,protein_coding
